genes	IDTranscript/RepeatID (cmd=analyzeRepeats.pl /home/labs/amit/eyald/bin/data/chicken_galGal5/gg5.ens90.P2000M.gtf none -d MP_16_chicken_1A.M MP_17_chicken_2A.M MP_18_chicken_3A.M -count exons -condenseGenes -strand + -raw)	chr	start	end	strand	Length	Copies	Annotation/Divergence	MP_16_chicken_1A.M (2734712.0 total)	MP_17_chicken_2A.M (2690336.0 total)	MP_18_chicken_3A.M (3577958.0 total)
ENSGALG00000043755	ENSGALT00000080579	chrUn_NT_466875v1	11409	15440	+	2407.0	1	0.000	0.000	0.000	0.000
ENSGALG00000040589	ENSGALT00000071006	chr6_NT_460847v1_random	11455	15812	-	3240.0	1	0.000	0.000	0.000	0.000
RNF182	ENSGALT00000020737	chr2	60842611	60845348	-	2737.0	1	0.000	0.000	0.000	0.000
TBPL2	ENSGALT00000019839	chr5	56302100	56311555	+	2974.0	1	0.000	0.000	0.000	0.000
ENSGALG00000014242	ENSGALT00000023033	chr4	68722992	68735529	+	684.0	1	0.000	0.000	0.000	0.000
ENSGALG00000007042	ENSGALT00000011408	chr18	9647197	9654965	-	2165.0	1	0.000	1.000	4.000	5.000
ENSGALG00000044165	ENSGALT00000084487	chrUn_NT_470410v1	931	2032	-	481.0	1	0.000	0.000	0.000	0.000
OS9	ENSGALT00000081393	chrUn_NT_466076v1	21	7534	-	2222.0	1	0.000	0.000	0.000	0.000
RET	ENSGALT00000041122	chr6	4807011	4885036	-	5302.0	1	0.000	0.000	0.000	0.000
ENSGALG00000027144	ENSGALT00000043857	chr2	17418895	17420376	-	1392.0	1	0.000	0.000	0.000	0.000
PEAR1	ENSGALT00000045144	chr25	1380998	1391936	-	5417.0	1	0.000	3.000	5.000	4.000
DPP6	ENSGALT00000056196	chr2	7515891	7668515	+	2232.0	1	0.000	2.000	1.000	0.000
DIAPH3	ENSGALT00000079513	chr1	162382843	162527048	+	3033.0	1	0.000	1.000	0.000	0.000
FPGS	ENSGALT00000084771	chr17	5430750	5434164	-	1474.0	1	0.000	2.000	1.000	5.000
RCAN3	ENSGALT00000006807	chr23	5769867	5779171	+	4847.0	1	0.000	65.000	50.000	65.000
ENSGALG00000036126	ENSGALT00000056827	chr12	19628763	19628834	+	71.0	1	0.000	0.000	0.000	0.000
GALNT17	ENSGALT00000001706	chr19	1072003	1259228	-	4188.0	1	0.000	27.000	40.000	34.000
DHX37	ENSGALT00000004688	chr15	4523964	4537466	+	5370.0	1	0.000	59.000	65.000	65.000
ENSGALG00000046285	ENSGALT00000085623	chrUn_NT_470416v1	5681	9125	+	2763.0	1	0.000	0.000	0.000	0.000
ERMP1	ENSGALT00000000595	chrZ	27772155	27788263	-	2632.0	1	0.000	3.000	2.000	2.000
ENSGALG00000032709	ENSGALT00000051884	chrUn_NT_469809v1	37	3620	+	2949.0	1	0.000	0.000	0.000	0.000
ENSGALG00000010758	ENSGALT00000087750	chr8	25232236	25241303	-	1693.0	1	0.000	42.000	38.000	55.000
NAF1	ENSGALT00000038789	chr4	23475697	23491768	-	1573.0	1	0.000	35.000	42.000	34.000
PHKB	ENSGALT00000006378	chr11	7630956	7701347	-	3901.0	1	0.000	24.000	14.000	11.000
SREBF2	ENSGALT00000079882	chr1	49527794	49546551	-	4120.0	1	0.000	263.000	287.000	500.000
QSER1	ENSGALT00000019632	chr5	5629074	5649633	+	5947.0	1	0.000	13.000	28.000	45.000
ENSGALG00000005257	ENSGALT00000008441	chr8	11858182	11864932	+	1724.0	1	0.000	13.000	5.000	24.000
PRKAR2A	ENSGALT00000011358	chr12	11759446	11810025	+	3563.0	1	0.000	59.000	45.000	49.000
ENSGALG00000041321	ENSGALT00000066451	chrUn_NT_464210v1	22485	28137	+	3490.0	1	0.000	0.000	0.000	0.000
ENSGALG00000044517	ENSGALT00000084563	chr1_NT_456168v1_random	16909	19076	+	2167.0	1	0.000	0.000	0.000	0.000
GKAP1	ENSGALT00000079601	chrZ	40014314	40030845	-	1028.0	1	0.000	21.000	17.000	27.000
GORAB	ENSGALT00000005270	chr8	4901370	4910290	-	2407.0	1	0.000	79.000	71.000	99.000
ITGB2	ENSGALT00000012144	chr7	7167891	7181477	-	5312.0	1	0.000	3749.000	3275.000	3905.000
TST	ENSGALT00000020401	chr1	51546120	51553306	+	1120.0	1	0.000	170.000	178.000	257.000
ENSGALG00000042847	ENSGALT00000081126	chr28_NT_463386v1_random	5190	9313	+	2899.0	1	0.000	0.000	0.000	0.000
FAM173A	ENSGALT00000062498	chr14	13237589	13241497	+	3193.0	1	0.000	235.000	249.000	209.000
ENSGALG00000039466	ENSGALT00000067024	chrZ	70117930	70118647	+	598.0	1	0.000	0.000	0.000	0.000
ENSGALG00000031220	ENSGALT00000069460	chr4	4834858	4835995	+	1081.0	1	0.000	0.000	0.000	0.000
ITGA6	ENSGALT00000057481	chr7	17797837	17838429	-	5553.0	1	0.000	4.000	5.000	1.000
ENSGALG00000036217	ENSGALT00000067135	chrUn_NT_465120v1	14451	17258	-	2383.0	1	0.000	0.000	0.000	0.000
ENSGALG00000039309	ENSGALT00000076774	chr3	50999947	51006358	-	1115.0	1	0.000	0.000	0.000	0.000
ENSGALG00000046483	ENSGALT00000086591	chr1_NT_456834v1_random	4256	6702	+	2446.0	1	0.000	0.000	0.000	0.000
ITFG2	ENSGALT00000023162	chr1	75703446	75717203	-	1360.0	1	0.000	1.000	2.000	1.000
RPL28	ENSGALT00000073514	chrUn_NT_472151v1	3298	7580	+	2584.0	1	0.000	0.000	0.000	0.000
ENSGALG00000039369	ENSGALT00000061129	chr8_NT_461495v1_random	46	2298	-	684.0	1	0.000	0.000	0.000	0.000
ENSGALG00000045903	ENSGALT00000083686	chrUn_NT_472647v1	3048	6328	-	2462.0	1	0.000	0.000	0.000	0.000
FHAD1	ENSGALT00000066600	chr21	4930777	4946186	-	3887.0	1	0.000	0.000	0.000	0.000
ENSGALG00000036585	ENSGALT00000077136	chr9_NT_461592v1_random	5565	13281	+	2380.0	1	0.000	0.000	0.000	0.000
ENSGALG00000032578	ENSGALT00000047384	chr27	608594	669992	-	1319.0	1	0.000	1.000	0.000	0.000
RYBP	ENSGALT00000049841	chr12	16430433	16463366	-	2678.0	1	0.000	6.000	5.000	14.000
ENSGALG00000004187	ENSGALT00000006654	chr4	1302321	1305525	-	1191.0	1	0.000	116.000	111.000	130.000
gga-mir-7445-2	ENSGALT00000076584	chr1_NT_457167v1_random	1648	1707	+	59.0	1	0.000	0.000	0.000	0.000
UCK2	ENSGALT00000005552	chr8	5521239	5538475	+	3214.0	1	0.000	423.000	390.000	406.000
ENSGALG00000013817	ENSGALT00000063882	chr2	97302180	97408423	+	1295.0	1	0.000	0.000	0.000	0.000
FOXG1	ENSGALT00000065608	chr5	33552043	33553881	+	1838.0	1	0.000	1.000	0.000	0.000
AP3S2	ENSGALT00000065665	chr10	20029637	20035333	-	2956.0	1	0.000	375.000	466.000	471.000
ENSGALG00000027399	ENSGALT00000045181	chr18	9283702	9283785	+	83.0	1	0.000	17.000	27.000	48.000
RAB35	ENSGALT00000011828	chr15	9529237	9546591	+	5175.0	1	0.000	76.000	73.000	89.000
CLIP1	ENSGALT00000007113	chr15	5855907	5907889	-	4574.0	1	0.000	152.000	103.000	143.000
ENSGALG00000034311	ENSGALT00000082580	chr5	45153188	45161872	-	1791.0	1	0.000	12.000	6.000	19.000
ENSGALG00000037162	ENSGALT00000073978	chr8	10398506	10408933	+	1888.0	1	0.000	12.000	13.000	10.000
ENSGALG00000036276	ENSGALT00000071772	chrUn_NT_465933v1	2831	13021	+	4003.0	1	0.000	0.000	0.000	0.000
ENSGALG00000034873	ENSGALT00000060218	chr1	126246316	126340432	-	590.0	1	0.000	0.000	0.000	0.000
ENSGALG00000045325	ENSGALT00000088303	chr6_NT_460947v1_random	5654	8064	+	2322.0	1	0.000	0.000	0.000	0.000
ENSGALG00000037429	ENSGALT00000082907	chr23_NT_463086v1_random	13603	17790	+	3125.0	1	0.000	0.000	0.000	0.000
ENSGALG00000033466	ENSGALT00000053832	chr5	45457903	45466111	+	1335.0	1	0.000	9.000	7.000	9.000
ENSGALG00000029964	ENSGALT00000081576	chr4	89017691	89021828	+	867.0	1	0.000	0.000	0.000	0.000
SPAG16	ENSGALT00000004979	chr7	3803642	4064465	+	1784.0	1	0.000	0.000	0.000	0.000
RASGRF2	ENSGALT00000025150	chrZ	63780412	63904890	-	5664.0	1	0.000	0.000	0.000	0.000
GTSE1	ENSGALT00000007817	chr1	15710309	15721324	+	2514.0	1	0.000	2.000	1.000	3.000
CCDC91	ENSGALT00000050393	chr1	72655626	72839254	+	1270.0	1	0.000	6.000	11.000	9.000
RGS22	ENSGALT00000062505	chr2	128913167	128970668	-	5974.0	1	0.000	0.000	0.000	0.000
ENSGALG00000028709	ENSGALT00000044995	chr3	95415555	95474483	+	1210.0	1	0.000	0.000	0.000	0.000
ENSGALG00000045894	ENSGALT00000083689	chrUn_NT_467973v1	4786	6734	-	716.0	1	0.000	0.000	0.000	0.000
PRDX1	ENSGALT00000016648	chr8	21219080	21225390	-	967.0	1	0.000	718.000	572.000	894.000
METTL9	ENSGALT00000088283	chr14	8772493	8790778	+	1488.0	1	0.000	35.000	24.000	36.000
NCOR2	ENSGALT00000004933	chr15	4635698	4768293	+	9261.0	1	0.000	911.000	1080.000	1418.000
ENSGALG00000046478	ENSGALT00000086348	chr4_NT_459836v1_random	1074	3343	-	480.0	1	0.000	0.000	0.000	0.000
ACTL6B	ENSGALT00000053007	chrUn_NT_473431v1	271	5150	-	1254.0	1	0.000	0.000	0.000	0.000
ADAM23	ENSGALT00000013975	chr7	12501089	12568332	-	4692.0	1	0.000	8.000	4.000	6.000
ENSGALG00000006395	ENSGALT00000062542	chr9	4695496	4700105	+	1378.0	1	0.000	59.000	50.000	86.000
ENSGALG00000026899	ENSGALT00000045017	chrZ	45139013	45283428	-	1722.0	1	0.000	0.000	0.000	0.000
ENSGALG00000027922	ENSGALT00000044009	chr3	10941215	10949135	+	2773.0	1	0.000	2.000	3.000	6.000
ACSM3	ENSGALT00000003444	chr14	14827851	14838188	+	2113.0	1	0.000	0.000	0.000	0.000
ENSGALG00000042160	ENSGALT00000074432	chrUn_NT_479122v1	109	3175	+	2731.0	1	0.000	0.000	0.000	0.000
ENSGALG00000043999	ENSGALT00000087851	chr27	993069	993374	-	305.0	1	0.000	0.000	0.000	0.000
ENSGALG00000042543	ENSGALT00000065038	chr3	104943109	104952013	-	6331.0	1	0.000	7.000	2.000	7.000
CFAP99	ENSGALT00000025298	chr4	83181057	83225963	-	1963.0	1	0.000	0.000	0.000	0.000
gga-mir-205b	ENSGALT00000028977	chr1	1271692	1273789	-	2097.0	1	0.000	0.000	0.000	0.000
ENSGALG00000038759	ENSGALT00000061025	chr14	461108	478036	+	589.0	1	0.000	0.000	0.000	0.000
CRLF1	ENSGALT00000043136	chr28	3894656	3900468	+	3116.0	1	0.000	0.000	0.000	0.000
ENSGALG00000000549	ENSGALT00000000763	chr11	19105098	19106704	-	531.0	1	0.000	7.000	2.000	6.000
ENSGALG00000032908	ENSGALT00000054124	chrUn_NT_471522v1	804	6561	+	2681.0	1	0.000	0.000	0.000	0.000
LACTB	ENSGALT00000005544	chr10	4087829	4096675	-	3845.0	1	0.000	45.000	43.000	54.000
ENSGALG00000013489	ENSGALT00000030068	chr1	184977119	184990266	+	1615.0	1	0.000	76.000	55.000	78.000
ENSGALG00000041668	ENSGALT00000073145	chr12	1508228	1517855	+	457.0	1	0.000	0.000	0.000	0.000
TARS2	ENSGALT00000055356	chr25	2343395	2349349	-	2613.0	1	0.000	10.000	29.000	23.000
ENSGALG00000008503	ENSGALT00000013850	chr9	15914297	15916640	-	1455.0	1	0.000	98.000	103.000	121.000
TIAM1	ENSGALT00000025542	chr1	104463378	104548580	-	4924.0	1	0.000	50.000	75.000	70.000
KCNAB2	ENSGALT00000056198	chr21	654147	672722	-	3448.0	1	0.000	241.000	204.000	231.000
TSHZ1	ENSGALT00000022232	chr2	91647486	91699829	-	3235.0	1	0.000	0.000	0.000	0.000
PDCD2	ENSGALT00000018210	chr3	40839300	40843122	+	1370.0	1	0.000	32.000	40.000	34.000
HSPA4	ENSGALT00000061220	chr13	17237402	17254350	+	3579.0	1	0.000	385.000	395.000	554.000
ENSGALG00000046128	ENSGALT00000086018	chr1_NT_456309v1_random	11959	12593	-	453.0	1	0.000	0.000	0.000	0.000
GDF5	ENSGALT00000075226	chr20	1257698	1262753	+	3527.0	1	0.000	0.000	0.000	0.000
ENSGALG00000044104	ENSGALT00000083235	chr20	9756064	9757083	-	1019.0	1	0.000	0.000	0.000	0.000
ENSGALG00000029386	ENSGALT00000046595	chr17	3101679	3106310	-	734.0	1	0.000	0.000	0.000	0.000
ENSGALG00000044450	ENSGALT00000088138	chrZ	73781078	73844276	-	408.0	1	0.000	0.000	0.000	0.000
ENSGALG00000010842	ENSGALT00000017623	chr5	45136789	45147580	+	2662.0	1	0.000	155.000	134.000	211.000
ENSGALG00000032796	ENSGALT00000072089	chr1	78102360	78137292	-	738.0	1	0.000	0.000	0.000	0.000
ATXN1	ENSGALT00000020748	chr2	61772078	61780828	-	2350.0	1	0.000	7.000	6.000	10.000
SNAI1	ENSGALT00000077341	chr20	14006762	14012151	-	3227.0	1	0.000	4.000	3.000	4.000
gga-mir-135a-1	ENSGALT00000028970	chr12	2996997	2999084	-	2087.0	1	0.000	0.000	0.000	0.000
UBIAD1	ENSGALT00000005311	chr21	4191524	4199035	+	6418.0	1	0.000	84.000	75.000	69.000
ENSGALG00000044986	ENSGALT00000087049	chr2	15851511	15857256	-	924.0	1	0.000	0.000	0.000	0.000
VPS11	ENSGALT00000066516	chr24	44952	57543	-	5087.0	1	0.000	150.000	195.000	176.000
ENSGALG00000036373	ENSGALT00000060615	chr14	11933282	11935040	+	520.0	1	0.000	0.000	0.000	0.000
ENSGALG00000030408	ENSGALT00000068134	chr23_NT_463093v1_random	9702	15781	+	4133.0	1	0.000	0.000	0.000	0.000
ENSGALG00000005969	ENSGALT00000009598	chr6	17911572	17947490	-	1400.0	1	0.000	0.000	2.000	0.000
DBN1	ENSGALT00000078180	chr13	10144882	10154247	-	2058.0	1	0.000	0.000	0.000	0.000
ENSGALG00000038701	ENSGALT00000052710	chrUn_NT_465541v1	7753	10049	-	2296.0	1	0.000	0.000	0.000	0.000
ENSGALG00000040108	ENSGALT00000070657	chrUn_NT_474460v1	48	3278	-	3125.0	1	0.000	0.000	0.000	0.000
FBN3	ENSGALT00000057924	chr28	259255	383102	+	10655.0	1	0.000	0.000	0.000	0.000
ENSGALG00000044607	ENSGALT00000084139	chrUn_NT_464122v1	115278	118243	+	2965.0	1	0.000	0.000	0.000	0.000
ENSGALG00000045059	ENSGALT00000083325	chrUn_NT_468264v1	493	3770	+	2541.0	1	0.000	0.000	0.000	0.000
ENSGALG00000040334	ENSGALT00000058613	chr4_NT_459886v1_random	5831	8637	-	1987.0	1	0.000	0.000	0.000	0.000
TIGAR	ENSGALT00000043040	chr1	73208025	73229458	-	3881.0	1	0.000	32.000	24.000	29.000
C2CD5	ENSGALT00000021580	chr1	66556785	66622909	+	3195.0	1	0.000	4.000	5.000	6.000
ENSGALG00000033722	ENSGALT00000070594	chr1_NT_456489v1_random	3777	4076	-	299.0	1	0.000	0.000	0.000	0.000
GDAP1L1	ENSGALT00000085403	chr20	5621729	5634690	-	3191.0	1	0.000	1.000	0.000	0.000
ENSGALG00000035373	ENSGALT00000077673	chrUn_NT_474194v1	-861	2589	-	2965.0	1	0.000	0.000	0.000	0.000
SH3BP1	ENSGALT00000020305	chr1	51220223	51226301	-	2119.0	1	0.000	35.000	33.000	65.000
ENSGALG00000030910	ENSGALT00000081313	chrUn_NT_468399v1	21	4869	+	3705.0	1	0.000	0.000	0.000	0.000
SMAP2	ENSGALT00000050934	chr23	4898438	4912947	+	4280.0	1	0.000	537.000	542.000	770.000
NEFL	ENSGALT00000000420	chr22	952291	957137	+	2085.0	1	0.000	0.000	0.000	1.000
PDCD6	ENSGALT00000021854	chr2	89230899	89237386	+	1001.0	1	0.000	206.000	140.000	265.000
ENSGALG00000004885	ENSGALT00000038973	chr10	10039455	10047425	+	1536.0	1	0.000	4.000	7.000	9.000
TIMM21	ENSGALT00000022290	chr2	92294206	92299216	-	1076.0	1	0.000	87.000	113.000	127.000
ENSGALG00000033251	ENSGALT00000055130	chrUn_NT_470347v1	598	1220	-	535.0	1	0.000	0.000	0.000	0.000
TMEM74	ENSGALT00000059722	chr2	132477229	132478179	-	909.0	1	0.000	0.000	0.000	1.000
gga-mir-1551	ENSGALT00000042479	chr14	5241007	5241096	+	89.0	1	0.000	0.000	0.000	0.000
SYT16	ENSGALT00000019349	chr5	53939820	53998744	-	3985.0	1	0.000	0.000	0.000	1.000
MIP	ENSGALT00000050001	chr33	781896	785822	-	3026.0	1	0.000	1.000	1.000	0.000
TIMM9	ENSGALT00000064486	chr5	55338621	55345976	+	2164.0	1	0.000	22.000	23.000	32.000
PTAFR	ENSGALT00000001134	chr23	1544990	1548057	-	3067.0	1	0.000	37.000	53.000	52.000
gga-mir-2130	ENSGALT00000050186	chr33	901921	903985	-	2064.0	1	0.000	0.000	0.000	0.000
IRF2	ENSGALT00000038252	chr4	39818307	39842530	+	2099.0	1	0.000	168.000	137.000	175.000
ENSGALG00000034364	ENSGALT00000066801	chrUn_NT_476510v1	606	3713	+	2226.0	1	0.000	0.000	0.000	0.000
ENSGALG00000045361	ENSGALT00000088702	chr3_NT_459475v1_random	21	5430	-	2673.0	1	0.000	0.000	0.000	0.000
ENSGALG00000041839	ENSGALT00000047775	chr2_NT_458141v1_random	-564	5389	-	2231.0	1	0.000	0.000	0.000	0.000
LGR4	ENSGALT00000073022	chr5	3603922	3668629	-	9061.0	1	0.000	3.000	6.000	10.000
NRARP	ENSGALT00000043520	chr17	1141212	1143556	-	2344.0	1	0.000	152.000	159.000	134.000
MT-CO2	ENSGALT00000054328	chrM	8331	9014	+	683.0	1	0.000	7802.000	7016.000	8215.000
ENSGALG00000015474	ENSGALT00000024957	chr1	92260427	92282945	+	3832.0	1	0.000	96.000	99.000	128.000
ENSGALG00000036015	ENSGALT00000062825	chr33_NT_463455v1_random	18008	54431	+	3715.0	1	0.000	0.000	0.000	0.000
ENSGALG00000045718	ENSGALT00000085401	chrUn_NT_471018v1	7091	7944	-	210.0	1	0.000	0.000	0.000	0.000
GRIP1	ENSGALT00000064143	chr1	34431194	34578266	-	3386.0	1	0.000	0.000	0.000	0.000
PRPF40A	ENSGALT00000020462	chr7	35737914	35756728	-	4528.0	1	0.000	326.000	310.000	385.000
GJB3	ENSGALT00000045975	chr23	4464717	4467490	-	2773.0	1	0.000	0.000	0.000	0.000
ENSGALG00000015617	ENSGALT00000025176	chrZ	63359022	63360866	+	528.0	1	0.000	2155.000	2472.000	2854.000
TRRAP	ENSGALT00000005688	chr14	1319982	1399532	+	18367.0	1	0.000	117.000	118.000	143.000
CSTA	ENSGALT00000023286	chr1	76773166	76778171	-	417.0	1	0.000	1.000	3.000	4.000
NCAN	ENSGALT00000073289	chr28	3561216	3574042	-	4568.0	1	0.000	0.000	0.000	1.000
ENSGALG00000038166	ENSGALT00000063109	chr1_NT_456148v1_random	26	10192	+	3252.0	1	0.000	0.000	0.000	0.000
MAP3K21	ENSGALT00000017926	chr3	38936960	38976102	-	3029.0	1	0.000	147.000	111.000	169.000
ENSGALG00000045017	ENSGALT00000088003	chr6_NT_460864v1_random	8974	11469	-	2387.0	1	0.000	0.000	0.000	0.000
ENSGALG00000032473	ENSGALT00000049440	chrUn_NT_467744v1	11551	13959	+	2306.0	1	0.000	0.000	0.000	0.000
UBE2E3	ENSGALT00000033324	chr7	14569573	14626571	-	5096.0	1	0.000	38.000	25.000	43.000
gga-mir-196-4	ENSGALT00000045930	chr2	32705474	32707567	-	2093.0	1	0.000	0.000	0.000	0.000
ENSGALG00000011727	ENSGALT00000019160	chr1	47965222	47968879	-	1202.0	1	0.000	0.000	0.000	0.000
ENSGALG00000032136	ENSGALT00000055750	chrUn_NT_466839v1	4291	16119	+	2656.0	1	0.000	0.000	0.000	0.000
ENSGALG00000042433	ENSGALT00000058337	chrUn_NT_475502v1	622	4147	+	2560.0	1	0.000	0.000	0.000	0.000
ENSGALG00000030053	ENSGALT00000076214	chr3_NT_459112v1_random	6028	9729	+	3002.0	1	0.000	0.000	0.000	0.000
ADAMTS3	ENSGALT00000048655	chr4	50807626	50937045	-	3503.0	1	0.000	0.000	0.000	0.000
POLDIP2	ENSGALT00000005087	chr19	5625853	5635244	-	3314.0	1	0.000	101.000	97.000	147.000
HARBI1	ENSGALT00000013605	chr5	23503353	23507501	+	1665.0	1	0.000	15.000	10.000	14.000
KCNQ2	ENSGALT00000009353	chr20	9131050	9191331	-	4747.0	1	0.000	0.000	0.000	1.000
ENSGALG00000008409	ENSGALT00000013697	chr6	24242948	24251760	+	1133.0	1	0.000	21.000	18.000	52.000
ENSGALG00000030127	ENSGALT00000054858	chrUn_NT_474730v1	1925	6465	+	2592.0	1	0.000	0.000	0.000	0.000
ENSGALG00000033705	ENSGALT00000075641	chrZ_NT_463588v1_random	2435	27908	-	3270.0	1	0.000	0.000	0.000	0.000
PLOD1	ENSGALT00000007216	chr21	5514105	5531231	-	3851.0	1	0.000	206.000	213.000	235.000
CAPN13	ENSGALT00000014759	chr3	7870260	7908818	+	8887.0	1	0.000	0.000	0.000	0.000
NCBP3	ENSGALT00000004180	chr19	5128010	5145174	-	5736.0	1	0.000	116.000	94.000	110.000
ENSGALG00000032050	ENSGALT00000065816	chrUn_NT_474165v1	21	4681	-	3713.0	1	0.000	0.000	0.000	0.000
ENSGALG00000037364	ENSGALT00000058840	chr1_NT_456658v1_random	2630	5040	-	2410.0	1	0.000	0.000	0.000	0.000
ENSGALG00000037114	ENSGALT00000057655	chr25	1009372	1009725	+	353.0	1	0.000	0.000	0.000	0.000
ENSGALG00000032522	ENSGALT00000063407	chr1	59339115	59339510	-	395.0	1	0.000	0.000	0.000	2.000
gga-mir-223	ENSGALT00000069853	chr4	249565	249664	+	99.0	1	0.000	0.000	2.000	2.000
ENSGALG00000037574	ENSGALT00000070550	chr8	7402833	7406894	+	1232.0	1	0.000	60.000	54.000	71.000
ENSGALG00000045382	ENSGALT00000086415	chrUn_NT_464348v1	3083	6497	+	2500.0	1	0.000	0.000	0.000	0.000
ENSGALG00000029942	ENSGALT00000076496	chr1	52710153	52721207	-	3310.0	1	0.000	0.000	0.000	0.000
ENSGALG00000040911	ENSGALT00000077484	chr33_NT_463451v1_random	1052665	1053204	+	539.0	1	0.000	0.000	0.000	0.000
SPATA18	ENSGALT00000022637	chr4	66569723	66587002	-	3416.0	1	0.000	0.000	0.000	3.000
ENSGALG00000038832	ENSGALT00000062411	chrUn_NT_468076v1	1370	9397	-	2644.0	1	0.000	0.000	0.000	0.000
PSMA4	ENSGALT00000004816	chr10	3585431	3590548	-	1147.0	1	0.000	317.000	233.000	330.000
NEK4	ENSGALT00000069630	chr12	797572	814175	-	2393.0	1	0.000	11.000	5.000	7.000
ENSGALG00000039764	ENSGALT00000053995	chr1	76230134	76257737	+	4193.0	1	0.000	0.000	0.000	0.000
ENSGALG00000004881	ENSGALT00000007792	chr17	5531966	5550282	+	3700.0	1	0.000	5.000	5.000	4.000
ENSGALG00000023531	ENSGALT00000044799	chr9	22916633	22933451	-	860.0	1	0.000	0.000	0.000	0.000
ENSGALG00000036524	ENSGALT00000049434	chr1_NT_456436v1_random	4017	5590	-	927.0	1	0.000	0.000	0.000	0.000
SLC35G1	ENSGALT00000077163	chr6	20267683	20275054	-	3144.0	1	0.000	0.000	1.000	0.000
NPVF	ENSGALT00000037842	chr2	31857592	31861159	-	966.0	1	0.000	0.000	0.000	0.000
PIK3C2G	ENSGALT00000021411	chr1	64035202	64234501	+	6374.0	1	0.000	6.000	3.000	5.000
ENSGALG00000034996	ENSGALT00000054318	chr27	781892	853580	-	1425.0	1	0.000	0.000	0.000	0.000
ATP7A	ENSGALT00000012828	chr4	12963772	12981841	+	4471.0	1	0.000	17.000	29.000	30.000
ENSGALG00000042164	ENSGALT00000069216	chrZ_NT_463884v1_random	124	1302	-	468.0	1	0.000	0.000	0.000	0.000
LIMK1	ENSGALT00000061079	chr19	776927	786981	+	3954.0	1	0.000	198.000	206.000	438.000
BCDIN3D	ENSGALT00000080067	chr33	1409893	1416393	-	3471.0	1	0.000	18.000	24.000	26.000
ASIC1	ENSGALT00000076926	chr33	294754	327894	-	3064.0	1	0.000	0.000	0.000	0.000
CHMP6	ENSGALT00000044736	chr18	9428607	9434497	-	2918.0	1	0.000	139.000	147.000	206.000
ENSGALG00000044167	ENSGALT00000088198	chr4_NT_459801v1_random	185026	188139	-	2546.0	1	0.000	0.000	0.000	0.000
CTSK	ENSGALT00000069344	chr25	2586099	2589028	-	1264.0	1	0.000	457.000	600.000	759.000
ATP6V1B2	ENSGALT00000082444	chr22	1601946	1612326	-	5018.0	1	0.000	287.000	303.000	318.000
ENSGALG00000002069	ENSGALT00000003220	chrZ	8598951	8607001	-	2249.0	1	0.000	4.000	3.000	9.000
ENSGALG00000044602	ENSGALT00000084789	chr3_NT_459177v1_random	3837	7681	-	444.0	1	0.000	0.000	0.000	0.000
ENSGALG00000042068	ENSGALT00000050227	chrUn_NT_464133v1	17749	24133	-	3231.0	1	0.000	0.000	0.000	0.000
CNTN3	ENSGALT00000012761	chr12	16925115	16996501	-	4827.0	1	0.000	0.000	0.000	0.000
ENSGALG00000042699	ENSGALT00000052721	chr5	16943053	16944982	-	463.0	1	0.000	5.000	5.000	3.000
ENSGALG00000032867	ENSGALT00000064417	chr8	823435	828022	+	953.0	1	0.000	0.000	0.000	0.000
HSBP1L1	ENSGALT00000063937	chr2	56354630	56357627	-	777.0	1	0.000	32.000	17.000	33.000
AK3	ENSGALT00000023329	chrZ	27456862	27469215	-	1026.0	1	0.000	48.000	38.000	45.000
RCAN1	ENSGALT00000025800	chr1	105909217	105918527	-	3393.0	1	0.000	9.000	21.000	16.000
DACT1	ENSGALT00000085274	chr5	55230337	55233708	-	3371.0	1	0.000	0.000	0.000	0.000
ENSGALG00000044180	ENSGALT00000086029	chr1	88384642	88396202	+	340.0	1	0.000	0.000	0.000	0.000
ENSGALG00000039067	ENSGALT00000046285	chrUn_NT_471183v1	3019	7962	-	3227.0	1	0.000	0.000	0.000	0.000
ENSGALG00000030477	ENSGALT00000056164	chrUn_NT_467476v1	6738	11020	+	3493.0	1	0.000	0.000	0.000	0.000
ENSGALG00000038626	ENSGALT00000077453	chrZ_NT_463808v1_random	2070	6433	+	2576.0	1	0.000	0.000	0.000	0.000
SULT6B1	ENSGALT00000087732	chr3	33593296	33599977	-	926.0	1	0.000	0.000	0.000	0.000
ENSGALG00000040802	ENSGALT00000069934	chr13	17116763	17118682	+	1919.0	1	0.000	1.000	1.000	1.000
CCDC6	ENSGALT00000049289	chr6	9099484	9144569	+	3966.0	1	0.000	95.000	82.000	105.000
ENSGALG00000001790	ENSGALT00000002759	chr18	4285712	4287639	-	853.0	1	0.000	11.000	14.000	19.000
UGP2	ENSGALT00000059584	chr3	9554804	9579969	+	4631.0	1	0.000	178.000	183.000	176.000
ENSGALG00000044698	ENSGALT00000083122	chr3_NT_459116v1_random	131	8525	-	1784.0	1	0.000	0.000	0.000	0.000
ENSGALG00000025713	ENSGALT00000044911	chr2	20914838	20914947	-	109.0	1	0.000	0.000	0.000	0.000
ENSGALG00000040459	ENSGALT00000061081	chr33_NT_463451v1_random	1176530	1177465	+	935.0	1	0.000	0.000	0.000	0.000
ENSGALG00000046397	ENSGALT00000087033	chr1_NT_456260v1_random	8313	8480	-	167.0	1	0.000	0.000	0.000	0.000
